Developing regions,"Country 
letter code",ISO code,CountryOld,Country,,EXCLUDE1isyes,Start year,End year,"Age 
range",Population type,Contraceptive-use-ANY,Contraceptive-use-MODERN,Contraceptive-use-TRADITIONAL,Note on country,Note on population,Note on methods,"Notes on residuals 
(Modern methods)","Notes on residuals 
(Traditional methods)",GEO biases (unknown direction),Non-pregnant and other positive biases,Negative bias,Modern method bias,Folk method positive bias,Unmet,Spacing,Limiting,,Data series/type,Sponsor,Source name,Data Catalogue ID
developing,MUS ,480,Mauritius,Mauritius,Mauritius2014,0,2014.53,2014.7,15-49,MW,63.8,31.1,32.7,,,Preliminary data.,,,,,,,,12.5,4.1,8.4,,CPS,,Mauritius 2014 Contraceptive Prevalence Survey,5970
developing,MEX ,484,Mexico,Mexico,Mexico1976,0,1976.54,1977.2,15-49,MW,30.3,23.3,7.1,,,,,Including douching.,,,,,,,,,,WFS,,Encuesta Mexicana de Fecundidad 1976-1977,110
developing,MEX ,484,Mexico,Mexico,Mexico1978,0,1978.5,1978.83,15-49,MW,40,32.8,7.3,,,Data for methods pertain to all women regardless of marital status.,,,,,,,,,,,,CPS,,Mexico 1978 Encuesta Nacional de Prevalencia en el Uso de Métodos Anticonceptivos,418
developing,MEX ,484,Mexico,Mexico,Mexico1979,0,1979.7,1980,15-49,MW,37.8,32,5.7,,,,Including male condoms and vaginal barrier methods.,Including rhythm and withdrawal.,,,,,,,,,,CPS,,Encuesta Nacional de Prevalecía en el Uso de Métodos Anticonceptivos 1979,128
developing,MEX ,484,Mexico,Mexico,Mexico1982,0,1982,1983,15-49,MW,47.7,41.5,6.1,,,,Including condoms and vaginal barrier methods.,"Including rhythm, withdrawal, folk methods and herbs.",,,,,"Including rhythm, withdrawal, folk methods and herbs.",,,,,National survey,,Encuesta Nacional Demográfica 1982,2727
developing,MEX ,484,Mexico,Mexico,Mexico1987,0,1987.08,1987.41,15-49,MW,52.7,44.6,8.1,,,,,"Including breastfeeding, rhythm and withdrawal.",,,,,,25.1,12.1,13,,DHS,,Encuesta Nacional sobre Fecundidad y Salud 1987,1733
developing,MEX ,484,Mexico,Mexico,Mexico1992,0,1992.67,1992.92,15-49,MW,63.1,55.2,7.9,,,,"Including male and female sterilization, injectables and implants.",,,,,,,,,,,National survey,,Encuesta Nacional de la Dinámica Demográfica 1992,46
developing,MEX ,484,Mexico,Mexico,Mexico1995,0,1995.81,1995.88,15-49,MW,66.5,57.5,8.9,,,,Including male condoms and vaginal barrier methods.,Including rhythm and withdrawal.,,,,,,16.1,7.2,8.9,,National survey,,Encuesta Nacional de Planificación Familiar 1995,1151
developing,MEX ,484,Mexico,Mexico,Mexico1997,0,1997.68,1997.95,15-49,MW,68.4,59.5,8.9,,,,"Including male and female sterilization, injectables and implants.",,,,,,,12.1,6.9,5.2,,National survey,,Encuesta Nacional de la Dinámica Demográfica 1997,688
developing,MEX ,484,Mexico,Mexico,Mexico2003,0,2003,2004,15-49,MW,74.5,69.3,5.2,,,,"Including male and female sterilization, injectables and implants.",,,,,,,9.9,5.1,4.8,,National survey,,Encuesta Nacional de Salud Reproductiva 2003,2931
developing,MEX ,484,Mexico,Mexico,Mexico2006,0,2006,2007,15-49,MW,70.9,66.5,4.4,,,,Including male and female sterilization.,,,,,,,12,6.2,5.7,,National survey,,Encuesta Nacional de la Dinámica Demográfica 2006,2947
developing,MEX ,484,Mexico,Mexico,Mexico2009,0,2009.38,2009.52,15-49,MW,72.5,67.4,5.1,,,,"Including male and female sterilization, pills, injectables, IUD, male condoms and vaginal barrier methods.","Including lactational amenorrhea (LAM), rhythm and withdrawal.",,,,,,9.8,5.2,4.6,,National survey,,Encuesta Nacional de la Dinámica Demográfica 2009,5550
developing,MEX ,484,Mexico,Mexico,Mexico2014,0,2014.59,2014.73,15-49,MW,72.3,68.4,3.9,,,,Excluding male and female sterilization and male condoms.,"Including lactational amenorrhea (LAM), rhythm and withdrawal.",,,,-,,,,,,ENADID,,Mexico 2014 Encuesta Nacional de la Dinámica Demográfica,5734
developing,MNG ,496,Mongolia,Mongolia,Mongolia1994,0,1994,1995,15-49,MW,57.3,41.2,16.1,,,,,Including douching.,,,,,,,,,,National survey,,Mongolia Demographic Survey 1994,744
developing,MNG ,496,Mongolia,Mongolia,Mongolia1998,0,1998,1999,15-49,MW,59.9,45.7,14.3,,,,,,,,,,,9.9,2.9,6.9,,National survey,,Mongolia Reproductive Health Survey 1998,675
developing,MNG ,496,Mongolia,Mongolia,Mongolia2000,0,2000.38,2000.61,15-49,MW,67.4,59.1,8.3,,,,,,,,,,,,,,,MICS2,,Mongolia Multiple Indicator Cluster Survey,1916
developing,MNG ,496,Mongolia,Mongolia,Mongolia2003,0,2003,2004,15-49,MW,69,58.4,10.6,,,,,,,,,,,4.6,2,2.6,,National survey,,Mongolia Reproductive Health Survey 2003,677
developing,MNG ,496,Mongolia,Mongolia,Mongolia2005,0,2005.83,2006,15-49,MW,66,61.1,4.9,,,,,,,,,,,,,,,MICS3,,Mongolia Multiple Indicator Cluster Survey 2005-2006,832
developing,MNG ,496,Mongolia,Mongolia,Mongolia2008,0,2008,2009,15-49,MW,55.2,49.6,5.5,,,Figures by method do not add up to the total.,,,,,,,,14.4,13.7,0.7,,National survey,,Mongolia Reproductive Health Survey 2008,4566
developing,MNG ,496,Mongolia,Mongolia,Mongolia2010,0,2010.59,2010.63,15-49,MW,54.9,50.4,4.5,,,,,,,,,,,22.3,5.9,16.5,,MICS,,Mongolia 2010 Multiple Indicator Cluster Survey,5014
developing,MNG ,496,Mongolia,Mongolia,Mongolia2013,0,2013.75,2013.99,15-49,MW,54.6,48.2,6.4,,,Figures by method do not add up to the total.,,,,,,,,16,6.8,9.3,,MICS5,,Mongolia 2013 Multiple Indicator Cluster Survey,5579
,MNE,499,Montenegro,Montenegro,Montenegro1970,0,1970,1971,15-44,AL,49.5,7,42.5,,"Data pertain to all women of reproductive age, irrespective of marital status.",Data pertain to methods used during  the last two months.,,,,,,,,,,,,National survey,,1970 Yugoslavia Fertility Survey,3222
,MNE,499,Montenegro,Montenegro,Montenegro2000,0,2000.47,2000.55,15-49,MW,52.7,30.7,22,,,Adjusted.,,,,,,,,,,,,MICS2,,Multiple Indicator Cluster Survey II,4451
,MNE,499,Montenegro,Montenegro,Montenegro2005,0,2005.75,2006.08,15-49,MW,39.4,17.4,22,,,Figures by method do not add up to the total.,,,,,,,,,,,,MICS3,,Montenegro Multiple Indicator Cluster Survey 2005,2456
,MNE,499,Montenegro,Montenegro,Montenegro2013,0,2013.16,2013.41,15-49,MW,23.3,15.4,7.8,,,,,,,,,,,21.8,11.1,10.8,,MICS5,,Montenegro  Multiple Indicator Cluster Survey 2013,5015
developing,MSR ,500,Montserrat,Montserrat,Montserrat1984,0,1984,1985,15-44,MW,52.6,52.2,0.3,,,,Including male and female sterilization.,Including rhythm and withdrawal.,,,,,,,,,,CCPS,,Caribbean Contraceptive Prevalence Survey,2746
developing,MAR ,504,Morocco,Morocco,Morocco1979,0,1979,1981,15-49,MW,19.4,16.4,3,,,,,,,,,,,,,,,WFS,,Enquête Nationale sur la Fécondité et la Planification Familiale au Maroc,771
developing,MAR ,504,Morocco,Morocco,Morocco1983,0,1983,1985,15-49,MW,25.5,21.2,4.3,,,,,Including abstinence and douching.,,,,,,,,,,CPS,,Enquête Nationale de Prévalence Contraceptive,642
developing,MAR ,504,Morocco,Morocco,Morocco1987,0,1987.33,1987.58,15-49,MW,35.9,28.9,6.9,,,,,Including abstinence and douching.,,,,,,22.1,12.5,9.6,,DHS,,"Enquête Nationale sur la Planification Familiale, la Fécondité et la Santé de la Population au Maroc 1987",1796
developing,MAR ,504,Morocco,Morocco,Morocco1992,0,1992,1992.33,15-49,MW,41.5,35.5,6,,,,,,,,,,,23.5,9.6,13.9,,DHS,,Enquête Nationale sur la Population et la Santé au Maroc 1992,1797
developing,MAR ,504,Morocco,Morocco,Morocco1995,0,1995.25,1995.41,15-49,MW,50.3,42.4,7.9,,,,,,,,,,,16.1,6.3,9.8,,DHS,,Enquête de Panel sur la Population et la Santé 1995,695
developing,MAR ,504,Morocco,Morocco,Morocco1997,0,1997.67,1998,15-49,MW,58.4,48.8,9.6,,,,Including male sterilization.,Including breastfeeding.,,,,,,,,,,PAPCHILD,,Enquête Nationale sur la Santé de la Mère et de l'Enfant au Maroc 1997,204
developing,MAR ,504,Morocco,Morocco,Morocco2003,0,2003.75,2004.16,15-49,MW,63,54.8,8.2,,,,,Including folk methods.,,,,,Including folk methods.,11.9,4.4,7.4,,DHS,,Enquête sur la Population et la Santé Familiale 2003-2004,1866
developing,MAR ,504,Morocco,Morocco,Morocco2010,0,2010.83,2011.24,15-49,MW,67.4,58.6,8.8,,,,,,,,,,,10.9,4.2,6.7,,PAPFAM,,Enquête Nationale sur la Population et la Santé Familiale,5353
developing,MOZ ,508,Mozambique,Mozambique,Mozambique1997,0,1997.16,1997.58,15-49,MW,5.6,5.1,0.5,,,,,Including folk methods.,,,,,Including folk methods.,24.9,18.7,6.3,,DHS,,Moçambique Inquérito Demográfico e de Saúde 1997,1767
developing,MOZ ,508,Mozambique,Mozambique,Mozambique2003,0,2003.58,2004.08,15-49,MW,25.5,20.8,4.7,,,,,Including folk methods.,,,,,Including folk methods.,18.9,10.9,8,,DHS,,Moçambique Inquérito Demográfico e de Saúde 2003,1758
developing,MOZ ,508,Mozambique,Mozambique,Mozambique2008,0,2008.58,2008.92,15-49,MW,16.2,14.7,1.5,,,,,,,,,,,,,,,MICS3,,Mozambique Multiple Indicator Cluster Survey 2008,4871
developing,MOZ ,508,Mozambique,Mozambique,Mozambique2011,0,2011.41,2011.91,15-49,MW,11.6,11.3,0.3,,,,,,,,,,,28.5,15.6,12.9,,DHS,,Moçambique Inquérito Demográfico e de Saúde 2011,5064
developing,MMR ,104,Myanmar,Myanmar,Myanmar1991,0,1991,1992,15-49,MW,16.8,13.6,3.2,,,Adjusted.,,,,,,,,20.6,6.2,14.4,,National survey,,Myanmar Population Changes and Fertility Survey 1991,195
developing,MMR ,104,Myanmar,Myanmar,Myanmar1997,0,1997.16,1997.41,15-49,MW,32.7,28.3,4.4,,,Adjusted.,,,,,,,,19.1,5.8,13.3,,National survey,,Myanmar Fertility and Reproductive Health Survey 1997,638
developing,MMR ,104,Myanmar,Myanmar,Myanmar2001,0,2001,2002,15-49,MW,37,32.8,4.2,,,,,,,,,,,19.1,6.3,12.8,,National survey,,Myanmar Fertility and Reproductive Health Survey 2001,816
developing,MMR ,104,Myanmar,Myanmar,Myanmar2007,0,2007.5,2007.02,15-49,MW,41,38.4,2.6,,,,,,,,,,,,,,,National survey,,Myanmar Fertility and Reproductive Health Survey 2007,5142
developing,MMR ,104,Myanmar,Myanmar,Myanmar2009,0,2009.75,2010.24,15-49,EM,46,45.8,0.3,,Data pertain to ever-married women of reproductive age.,Figures by method do not add up to the total.,,,,,,,,,,,,MICS3,,Myanmar 2009-2010 Multiple Indicator Cluster Survey,5016
developing,NAM ,516,Namibia,Namibia,Namibia1989,0,1989,1990,<50,AL,40.9,32.1,8.8,,Data pertain to non-pregnant women.,Adjusted.,,Including breastfeeding.,,Data pertain to non-pregnant women.,,,,,,,,National survey,,Southern African Demographic and Health Survey,5143
developing,NAM ,516,Namibia,Namibia,Namibia1992,0,1992.5,1992.92,15-49,MW,28.9,26,2.9,,,,,Including folk methods.,,,,,Including folk methods.,21.8,14.6,7.1,,DHS,,Namibia Demographic and Health Survey 1992,1799
developing,NAM ,516,Namibia,Namibia,Namibia2000,0,2000.67,2001,15-49,MW,43.7,42.6,1.1,,,Figures by method do not add up to the total.,,,,,,,,23.9,9.9,14,,DHS,,Namibia Demographic and Health Survey 2000,1807
developing,NAM ,516,Namibia,Namibia,Namibia2006,0,2006.83,2007.24,15-49,MW,55.1,53.5,1.6,,,,,Including folk methods.,,,,,Including folk methods.,20.7,8.6,12.1,,DHS,,2006-2007 Namibia Demographic and Health Survey,43
developing,NAM ,516,Namibia,Namibia,Namibia2013,0,2013.33,2013.75,15-49,MW,56.1,55.3,0.8,,,Figures by method do not add up to the total.,Including contraceptive patch.,,,,,,,17.5,9.1,8.4,,DHS,,Namibia 2013 Demographic and Health Survey,5616
developing,NRU ,520,Nauru,Nauru,Nauru2007,0,2007.61,2007.76,15-49,MW,35.6,25.1,10.5,,,,,Including folk methods.,,,,,Including folk methods.,23.5,16.4,7.1,,National survey,,Nauru Demographic and Health Survey 2007,3228
developing,NPL ,524,Nepal,Nepal,Nepal1976,0,1976.25,1976.5,15-49,MW,2.4,2.4,,,,,,,,,,,,,,,,WFS,,The Nepal Fertility Survey 1976,818
developing,NPL ,524,Nepal,Nepal,Nepal1981,0,1981.07,1981.47,15-49,MW,6.8,6.8,,,,,,,,,,,,,,,,CPS,,Nepal 1981 Contraceptive Prevalence Survey,681
developing,NPL ,524,Nepal,Nepal,Nepal1985,0,1985,1987,15-49,MW,15.1,15.1,,,Data pertain to non-pregnant women.,,,,,Data pertain to non-pregnant women.,,,,,,,,National survey,,Nepal Fertility and Family Planning Survey 1986,781
developing,NPL ,524,Nepal,Nepal,Nepal1991,0,1991.58,1992.08,15-49,MW,24.1,24.1,,,Data pertain to non-pregnant women.,,,,,Data pertain to non-pregnant women.,,,,27.7,12.4,15.3,,National survey,,"Nepal Fertility, Family Planning and Health Survey 1991",13
developing,NPL ,524,Nepal,Nepal,Nepal1996,0,1996,1996.5,15-49,MW,28.5,26,2.5,,,,,,,,,,,32.4,14.8,17.5,,DHS,,Nepal Family Health Survey 1996,1801
developing,NPL ,524,Nepal,Nepal,Nepal2000,0,2000.18,2000.41,15-49,MW,37.3,37.1,0.2,,Data pertain to non-pregnant women.,,,,,Data pertain to non-pregnant women.,,,,,,,,National survey,,"Between Census Household Information, Monitoring and Evaluation System 2000",3229
developing,NPL ,524,Nepal,Nepal,Nepal2001,0,2001,2001.49,15-49,MW,39.3,35.4,3.9,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,27.8,11.1,16.7,,DHS,,Nepal Demographic and Health Survey 2001,1800
developing,NPL ,524,Nepal,Nepal,Nepal2003,0,2003,2005,15-49,MW,38.3,37.9,0.4,,,,"Including injectables, implants, IUD, pills and vaginal barrier methods.",,,,,,,,,,,LSMS,,Nepal Living Standards Survey 2003-2004,2932
developing,NPL ,524,Nepal,Nepal,Nepal2006,0,2006.08,2006.66,15-49,MW,48,44.2,3.7,,,,,Including folk methods.,,,,,Including folk methods.,24.7,9.3,15.4,,DHS,,Nepal Demographic and Health Survey 2006,1851
developing,NPL ,524,Nepal,Nepal,Nepal2011,0,2011,2011.49,15-49,MW,49.7,43.2,6.5,,,,,,,,,,,27.5,9.9,17.6,,DHS,,Nepal Demographic and Health Survey (NDHS) 2011,5065
developing,NPL ,524,Nepal,Nepal,Nepal2014,0,2014.08,2014.49,15-49,MW,49.6,47.1,2.5,,,,,,,,,,,,,,,MICS,,Nepal 2014 Multiple Indicator Cluster Survey,5672
,NLD ,528,Netherlands,Netherlands,Netherlands1969,0,1969,1970,See notes,MW,59,41.6,17.5,,"Data pertain to women who married in 1958, 1963 and 1968.",Adjusted.,Excluding male and female sterilization.,,,,,-,,,,,,National survey,,National Fertility Survey of 1969,5144
,NLD ,528,Netherlands,Netherlands,Netherlands1975,0,1975.16,1975.41,See notes,MW,75,69.1,5.9,,Data pertain to women who married between 1963 and 1973.,Adjusted.,,,,,,,,,,,,National survey,,The Netherlands Survey on Fertility and Parenthood Motivation 1975,3230
,NLD ,528,Netherlands,Netherlands,Netherlands1977,0,1977,1978,16-49,EM,73,65.2,7.8,,Data pertain to ever-married women of reproductive age.,,Including male and female sterilization.,"Including abstinence, rhythm and withdrawal.",,,,,,,,,,National survey,,Netherlands Fertility Survey 1977,5145
,NLD ,528,Netherlands,Netherlands,Netherlands1982,0,1982,1983,18-37,MW,76.9,73.9,3,,,,Including pills and injectables.,"Including abstinence, rhythm and withdrawal.",,,,,,,,,,National survey,,Birth Control in the Netherlands Survey 1982,2728
,NLD ,528,Netherlands,Netherlands,Netherlands1988,0,1988,1989,18-37,MW,76.2,72,4.2,,,,Including pills and injectables.,"Including abstinence, rhythm and withdrawal.",,,,,,,,,,National survey,,Birth Control in the Netherlands Survey 1988,2785
,NLD ,528,Netherlands,Netherlands,Netherlands1993,0,1993.08,1993.49,18-42,MW,78.5,75.6,2.8,,,,,,,,,,,,,,,FFS,,Family Survey 1993 ,2831
,NLD ,528,Netherlands,Netherlands,Netherlands1998,0,1998.5,1998.33,18-45,MW,75,74,1,,,Figures by method do not add up to the total.,Including pills and injectables.,,,,,,,,,,,National survey,,Netherlands Family Formation Survey 1998,3231
,NLD ,528,Netherlands,Netherlands,Netherlands2003,0,2003.08,2003.33,18-45,MW,75,73,2,,,,Including pills and injectables.,,,,,,,,,,,National survey,,Netherlands Family Formation Survey 2003,3233
,NLD ,528,Netherlands,Netherlands,Netherlands2008,0,2008.16,2008.58,18-45,MW,75,72,3,,,,Including pills and injectables.,,,,,,,,,,,National survey,,Netherlands Family Formation Survey 2008,5146
,NLD ,528,Netherlands,Netherlands,Netherlands2013,0,2013.5,2013.75,18-45,MW,73,70,3,,,,Including pills and injectables.,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Netherlands Family Formation Survey 2013,6009
,NZL ,554,New Zealand,New Zealand,New Zealand1976,0,1976,1977,15+,MW,70.1,61.5,8.6,,Data pertain to women exposed to the risk of pregnancy.,,Including vaginal barrier methods.,Including abstinence and withdrawal.,,Data pertain to women exposed to the risk of pregnancy.,,,,,,,,National survey,,National Survey of Contraceptive Practice,5415
,NZL ,554,New Zealand,New Zealand,New Zealand1995,0,1995.75,1995.83,20-49,MW,75,72.3,2.7,,,Adjusted.,,Including abstinence.,,,,,,,,,,FFS,,"New Zealand Women: Family, Employment and Education Survey",2857
developing,NIC ,558,Nicaragua,Nicaragua,Nicaragua1981,0,1981,1982,15-49,MW,27,22.8,4.4,,,Figures by method do not add up to the total.,,,,,,,,,,,,CPS,,Nicaragua 1981 Contraceptive Prevalence Survey,2718
developing,NIC ,558,Nicaragua,Nicaragua,Nicaragua1992,0,1992.84,1993.12,15-49,MW,48.7,44.9,3.7,,,,,,,,,,,23.9,,,,RHS,,Encuesta sobre Salud Familiar Nicaragua 1992-1993,1863
developing,NIC ,558,Nicaragua,Nicaragua,Nicaragua1997,0,1997.92,1998.41,15-49,MW,60.3,57.4,2.6,,,Figures by method do not add up to the total.,,,,,,,,17.9,7.3,10.5,,DHS,,Encuesta Nicaragüense de Demografía y Salud 1998,1775
developing,NIC ,558,Nicaragua,Nicaragua,Nicaragua2001,0,2001.67,2002,15-49,MW,68.6,66.1,2.5,,,,,,,,,,,14.6,5.6,9,,DHS,,Encuesta Nicaragüense de Demografía y Salud 2001,1759
developing,NIC ,558,Nicaragua,Nicaragua,Nicaragua2006,0,2006,2008,15-49,MW,72.4,69.8,2.7,,,,,,,,,,,10.7,5.5,5.2,,RHS,,Encuesta Nicaragüense de Demografía y Salud 2006-2007,2948
developing,NIC ,558,Nicaragua,Nicaragua,Nicaragua2011,0,2011.41,2012.91,15-49,MW,80.4,76.5,3.8,,,Preliminary data.,Including emergency contraception.,Including lactational amenorrhea (LAM).,,,,,,,,,,DHS,,Encuesta Nicaragüense de Demografía y Salud 2011-2012,5569
developing,NER ,562,Niger,Niger,Niger1992,0,1992.16,1992.5,15-49,MW,4.4,2.3,2.2,,,,,Including folk methods.,,,,,Including folk methods.,18.7,15.6,3.1,,DHS,,Enquête Démographique et de Santé 1992,1731
developing,NER ,562,Niger,Niger,Niger1998,0,1998.16,1998.58,15-49,MW,8.2,4.6,3.6,,,,"Including male and female sterilization, IUD and vaginal barrier methods.",Including folk methods.,,,,,Including folk methods.,17.7,14.7,3,,DHS,,Enquête Démographique et de Santé 1998,1680
developing,NER ,562,Niger,Niger,Niger2000,0,2000.29,2000.6,15-49,MW,14,11.2,2.8,,,,,,,,,,,,,,,MICS2,,Enquête à Indicateurs Multiples de la Fin de la Décennie,1923
developing,NER ,562,Niger,Niger,Niger2006,0,2006,2006.41,15-49,MW,11.2,9.7,1.5,,,,,Including folk methods.,,,,,Including folk methods.,16.1,13.4,2.7,,DHS,,Enquête Démographique et de Santé et a Indicateurs Multiples du Niger 2006,1736
developing,NER ,562,Niger,Niger,Niger2012,0,2012.08,2012.5,15-49,MW,13.9,12.2,1.7,,,,,,,,,,,16,13.3,2.7,,DHS,,Enquête Démographique et de Santé et à Indicateurs Multiples au Niger (EDSN-MICS IV) 2012,5413
developing,NGA ,566,Nigeria,Nigeria,Nigeria1981,0,1981.78,1982.62,15-49,MW,6.8,0.9,5.9,,,,Including male and female sterilization.,Including abstinence.,,,,,,,,,,WFS,,The Nigeria Fertility Survey 1981-1982,719
developing,NGA ,566,Nigeria,Nigeria,Nigeria1990,0,1990.25,1990.83,15-49,MW,6,3.5,2.5,,,,,,,,,,,21.5,16.5,5.1,,DHS,,Nigeria Demographic and Health Survey 1990,1742
developing,NGA ,566,Nigeria,Nigeria,Nigeria1994,0,1994,1995,15-49,AL,13.4,10.9,2.5,,"Data pertain to all women of reproductive age, irrespective of marital status.",,,Including abstinence.,,,,,,,,,,National survey,,Sentinel Survey of the National Population Programme,3244
developing,NGA ,566,Nigeria,Nigeria,Nigeria1999,0,1999.16,1999.41,15-49,MW,15.3,8.6,6.7,,,,,,,,,,,20,15.1,4.9,,DHS,,Nigeria Demographic and Health Survey 1999,1828
developing,NGA ,566,Nigeria,Nigeria,Nigeria2003,0,2003.16,2003.66,15-49,MW,12.6,8.2,4.4,,,,,,,,,,,17.5,12,5.5,,DHS,,Nigeria Demographic and Health Survey 2003,1884
developing,NGA ,566,Nigeria,Nigeria,Nigeria2007,0,2007.16,2007.28,15-49,MW,14.7,10.5,4.1,,,Figures by method do not add up to the total.,,,,,,,,,,,,MICS3,,Nigeria Multiple Cluster Indicator Survey 2007,2478
developing,NGA ,566,Nigeria,Nigeria,Nigeria2008,0,2008.42,2008.83,15-49,MW,14.6,9.7,4.9,,,,,Including folk methods.,,,,,Including folk methods.,20.2,14.5,5.7,,DHS,,Nigeria Demographic and Health Survey 2008,4695
developing,NGA ,566,Nigeria,Nigeria,Nigeria2011,0,2011.08,2011.24,15-49,MW,14.1,9.5,4.4,,,Figures by method do not add up to the total.,,,,,,,,18.9,13.3,5.6,,MICS4,,Nigeria Multiple Indicator Cluster Survey (MICS) 2011,5018
developing,NGA ,566,Nigeria,Nigeria,Nigeria2012,0,2012.5,2013,15-49,MW,13.5,10.5,3,,,,,,,,,,,,,,,National survey,,Nigeria 2012 NARHS,5549
developing,NGA ,566,Nigeria,Nigeria,Nigeria2013,0,2013.08,2013.49,15-49,MW,15.1,9.8,5.4,,,,"Including diaphragm, female condom, male sterilization and other modern methods.",Including standard days method.,,,,,,,,,,DHS,,Nigeria Demographic and Health Survey 2013,5447
developing,MNP ,580,Northern Mariana Islands,Northern Mariana Islands,Northern Mariana Islands1970,0,1970,1971,15-49,AL,20.5,16,4.3,,"Data pertain to all women of reproductive age, irrespective of marital status.",Figures by method do not add up to the total.,"Including male and female sterilization, male condoms and vaginal barrier methods.","Including abstinence, folk methods and withdrawal.",,,,,"Including abstinence, folk methods and withdrawal.",,,,,National survey,,"Knowledge, Attitude and Practice of Contraception Survey in the Trust Territory of the Pacific Islands 1970",3251
,NOR ,578,Norway,Norway,Norway1977,0,1977.75,1978.16,18-44,EM,71,65.2,5.8,,Data pertain to ever-married women of reproductive age.,Adjusted.,,,,,,,,,,,,National survey,,Norwegian Fertility Survey 1977,5147
,NOR ,578,Norway,Norway,Norway1988,0,1988.75,1989.41,20-43,MW,73.8,69.2,4.6,,"Data pertain to women born in 1945, 1950, 1955, 1960, 1965 or 1968. Data pertain to women who were sexually active during the four months prior to the interview.",,Including some cases of sterilization for non-contraceptive reasons.,,,"Data pertain to women born in 1945, 1950, 1955, 1960, 1965 or 1968. Data pertain to women who were sexually active during the four months prior to the interview.",,+,,,,,,FFS,,Norwegian Family and Occupation Survey 1988,2786
,NOR ,578,Norway,Norway,Norway1998,0,1998,1999,20-44,SA,86.5,78.3,8.2,,Data pertain to women who were sexually active during the three months prior to the interview.,,,Including rhythm and withdrawal.,,Data pertain to women who were sexually active during the three months prior to the interview.,,,,,,,,National survey,,Survey on Contraceptive Use 1998,5148
,NOR ,578,Norway,Norway,Norway2005,0,2005,2006,20-44,SA,88.4,82.2,6.3,,Data pertain to women who were sexually active during the three months prior to the interview.,,,Including rhythm and withdrawal.,,Data pertain to women who were sexually active during the three months prior to the interview.,,,,,,,,National survey,,Survey on Contraceptive Use 2005,5149
developing,OMN ,512,Oman,Oman,Oman1988,0,1987.83,1989.16,15-49,MW,8.6,7.5,1.1,,Data pertain to nationals of the country.,,,Including withdrawal.,Data pertain to nationals of the country.,,,,,,,,,GCHS,,Oman Child Health Survey 1988-1989,19
developing,OMN ,512,Oman,Oman,Oman1995,0,1995.75,1996,15-49,MW,23.7,18.2,5.6,,Data pertain to nationals of the country.,,,Including breastfeeding.,Data pertain to nationals of the country.,,,,,,,,,GFHS,,Oman Family Health Survey 1995,189
developing,OMN ,512,Oman,Oman,Oman2000,0,2000,2001,15-49,MW,31.7,24.6,7.1,,Data pertain to nationals of the country.,,,Including breastfeeding.,Data pertain to nationals of the country.,,,,,,,,,National survey,,Reproductive Health Survey ,4541
developing,OMN ,512,Oman,Oman,Oman2007,0,2007.5,2008.41,15-49,MW,24.4,15.3,9.1,,Data pertain to nationals of the country.,,,Including breastfeeding.,Data pertain to nationals of the country.,,,,,55.9,31.8,24.1,,RHS,,2008 National Reproductive Health Survey,5559
developing,OMN ,512,Oman,Oman,Oman2014,0,2014,2015,15-49,MW,29.7,18.8,10.9,,,,,,,,,,,,,,,MICS,,Oman 2014 Multiple Indicator Cluster Survey,5587
developing,PAK ,586,Pakistan,Pakistan,Pakistan1968,0,1968,1970,15-49,MW,5.5,,,,,,,,,,,,,,,,,National survey,,National Impact Survey 1968-1969,4542
developing,PAK ,586,Pakistan,Pakistan,Pakistan1975,0,1975.33,1976,15-49,MW,5.4,3.9,1.5,,,,,Including abstinence.,,,,,,,,,,WFS,,The Pakistan Fertility Survey 1975,129
developing,PAK ,586,Pakistan,Pakistan,Pakistan1979,0,1979,1981,15-49,MW,3.3,,,,,,,,,,,,,,,,,National survey,,Pakistan Labour Force and Migration Survey 1979-1980,798
developing,PAK ,586,Pakistan,Pakistan,Pakistan1984,0,1984.75,1985.24,15-49,MW,9.1,7.6,1.5,,Data pertain to non-pregnant women.,,,,,Data pertain to non-pregnant women.,,,,,,,,CPS,,Pakistan Contraceptive Prevalence Survey 1984-1985,650
developing,PAK ,586,Pakistan,Pakistan,Pakistan1990,0,1990.92,1991.41,15-49,MW,11.8,9,2.8,,,,,,,,,,,30.5,15,15.4,,DHS,,Pakistan Demographic and Health Survey  1990-1991,1827
developing,PAK ,586,Pakistan,Pakistan,Pakistan1991,0,1991,1992,15-49,MW,6.9,,,,,,,,,,,,,,,,,National survey,,Pakistan Integrated Household Survey 1991 (Living Standards Measurement Survey),1998
developing,PAK ,586,Pakistan,Pakistan,Pakistan1993,0,1993.33,1993.49,15-49,MW,21.9,17.9,4,,,,,,,,,,,,,,,National survey,,Pakistan Contraceptive Prevalence Survey 1993,2832
developing,PAK ,586,Pakistan,Pakistan,Pakistan1994,0,1994.85,1995.23,15-49,MW,17.8,12.6,5.2,,,,,,,,,,,,,,,National survey,,Pakistan Contraceptive Prevalence Survey 1994-1995,2843
developing,PAK ,586,Pakistan,Pakistan,Pakistan1995,0,1995,1997,15-49,MW,13,,,,,,,,,,,,,,,,,National survey,,Pakistan Integrated Household Survey 1995-1996,153
